OS;Categoria;Linha;Equipamento;Descricao;InicioProg;TerminoProg;TempoPrevisto;InicioReal;TerminoReal;TempoParada;Oficina;Tipo;MP;SS;Status
OS91145;Xarope;X-01;Esteira X-01;Corretiva banco;22/12/2021 09:36;22/12/2021 12:38;3,03;22/12/2021 09:36;22/12/2021 12:38;3,03;Elétrica;Corretiva;;SS48919;FECH
OS91146;Xarope;Fabricação Xarope;Mixer 2 Xarope;Corretiva banco;06/10/2021 19:12;06/10/2021 23:34;4,37;29/10/2021 02:49;29/10/2021 07:12;4,38;Automação;Corretiva;;SS48920;FECH
OS91147;Pomadas;P-01;Paletrizadora P-01;Corretiva banco;22/10/2021 09:36;22/10/2021 12:57;3,35;22/10/2021 09:36;22/10/2021 12:57;3,35;Elétrica;Corretiva;;SS48921;FECH
OS91148;Xarope;X-02;Paletrizadora X-02;Corretiva banco;02/11/2021 12:00;02/11/2021 13:50;1,83;27/11/2021 04:52;27/11/2021 07:12;2,33;Elétrica;Corretiva;;SS48922;FECH
OS91149;Xarope;X-01;Seladora X-01;Corretiva banco;06/01/2021 09:36;06/01/2021 11:16;1,67;21/01/2021 10:48;21/01/2021 12:00;1,2;Elétrica;Corretiva;;SS48923;FECH
OS91150;Xarope;X-02;Seladora de pacotes X-02;Corretiva banco;01/05/2021 19:12;01/05/2021 22:13;3,02;30/05/2021 18:34;30/05/2021 21:36;3,03;Automação;Corretiva;;SS48924;FECH
OS91151;Xarope;X-02;Envasadora X-02;Corretiva banco;25/08/2021 09:36;25/08/2021 13:56;4,33;25/08/2021 09:36;25/08/2021 13:56;4,33;Mecânica;Corretiva;;SS48925;FECH
OS91152;Xarope;Fabricação Xarope;Mixer 1 Xarope;Corretiva banco;18/07/2021 12:00;18/07/2021 16:33;4,55;29/07/2021 03:07;29/07/2021 07:12;4,08;Elétrica;Corretiva;;SS48926;FECH
OS91153;Xarope;X-02;Envasadora X-02;Corretiva banco;14/08/2021 09:36;14/08/2021 12:10;2,57;14/08/2021 09:36;14/08/2021 12:10;2,57;Elétrica;Corretiva;;SS48927;FECH
OS91154;Xarope;X-02;Esteira X-02;Corretiva banco;02/02/2021 07:12;02/02/2021 09:34;2,37;16/02/2021 12:01;16/02/2021 14:24;2,38;Mecânica;Corretiva;;SS48928;FECH
OS91155;Xarope;X-02;Seladora de pacotes X-02;Corretiva banco;14/07/2021 16:48;14/07/2021 19:43;2,92;22/07/2021 23:42;23/07/2021 02:24;2,7;Mecânica;Corretiva;;SS48929;FECH
OS91156;Utilidades;Sala de Caldeiras;Caldeira 01;Corretiva banco;12/12/2021 16:48;12/12/2021 21:47;4,98;19/12/2021 18:31;20/12/2021 00:00;5,48;Elétrica;Corretiva;;SS48930;FECH
OS91157;Xarope;X-02;Paletrizadora X-02;Corretiva banco;13/09/2021 16:48;13/09/2021 17:47;0,98;13/09/2021 16:48;13/09/2021 17:47;0,98;Elétrica;Corretiva;;SS48931;FECH
OS91158;Xarope;Fabricação Xarope;Mixer 2 Xarope;Corretiva banco;26/10/2021 14:24;26/10/2021 17:45;3,35;26/10/2021 14:24;26/10/2021 17:45;3,35;Automação;Corretiva;;SS48932;FECH
OS91159;Xarope;X-01;Envasadora X-01;Corretiva banco;06/04/2021 19:12;06/04/2021 20:36;1,4;06/04/2021 19:12;06/04/2021 20:36;1,4;Mecânica;Corretiva;;;FECH
OS91160;Xarope;X-01;Encartuchadeira X-01;Corretiva banco;13/07/2021 04:48;13/07/2021 08:13;3,42;13/07/2021 04:48;13/07/2021 08:13;3,42;Automação;Corretiva;;;FECH
OS91161;Pomadas;P-02;Envasadora P-02;Corretiva banco;29/08/2021 19:12;29/08/2021 23:19;4,12;29/08/2021 19:12;29/08/2021 23:19;4,12;Mecânica;Corretiva;;;FECH
OS91162;Pomadas;P-01;Encartuchadeira P-01;Corretiva banco;07/10/2021 19:12;07/10/2021 21:08;1,93;18/10/2021 00:41;18/10/2021 02:24;1,72;Mecânica;Corretiva;;;FECH
OS91163;Xarope;X-01;Seladora X-01;Corretiva banco;11/06/2021 04:48;11/06/2021 07:23;2,58;24/06/2021 16:36;24/06/2021 19:12;2,6;Automação;Corretiva;;;FECH
OS91164;Pomadas;P-02;Envasadora P-02;Corretiva banco;20/05/2021 21:36;20/05/2021 23:47;2,18;29/05/2021 09:05;29/05/2021 12:00;2,92;Elétrica;Corretiva;;;FECH
OS91165;Utilidades;Compressores;Compressor  - GA 160;Corretiva banco;27/11/2021 07:12;27/11/2021 09:51;2,65;27/11/2021 07:12;27/11/2021 09:51;2,65;Automação;Corretiva;;;CONC
OS91166;Pomadas;P-01;Paletrizadora P-01;Corretiva banco;28/09/2021 09:36;28/09/2021 11:00;1,4;28/09/2021 09:36;28/09/2021 11:00;1,4;Elétrica;Corretiva;;;FECH
OS91167;Pomadas;P-01;Seladora P-01;Corretiva banco;06/02/2021 04:48;06/02/2021 08:00;3,2;02/03/2021 09:15;02/03/2021 12:00;2,75;Mecânica;Corretiva;;;FECH
OS91169;Xarope;X-02;Envasadora X-02;Corretiva banco;14/05/2021 12:00;14/05/2021 15:50;3,83;20/05/2021 12:00;20/05/2021 15:50;3,83;Elétrica;Corretiva;;;FECH
OS91170;Xarope;Fabricação Xarope;Mixer 1 Xarope;Corretiva banco;10/01/2021 02:24;10/01/2021 07:20;4,93;11/02/2021 16:53;11/02/2021 21:36;4,72;Mecânica;Corretiva;;;FECH
OS91171;Pomadas;P-02;Seladora de pacotes P-02;Corretiva banco;05/01/2021 16:48;05/01/2021 21:23;4,58;29/01/2021 13:53;29/01/2021 19:12;5,32;Elétrica;Corretiva;;;FECH
OS91172;Xarope;X-02;Encartuchadeira X-02;Corretiva banco;10/10/2021 02:24;10/10/2021 04:43;2,32;28/10/2021 12:18;28/10/2021 14:24;2,1;Mecânica;Corretiva;;;CONC
OS91173;Utilidades;Subsestação;Trafo 750 KVA;Corretiva banco;19/09/2021 19:12;19/09/2021 23:42;4,5;19/09/2021 19:12;19/09/2021 23:42;4,5;Automação;Corretiva;;;FECH
OS91175;Pomadas;P-02;Seladora de pacotes P-02;Corretiva banco;18/01/2021 02:24;18/01/2021 06:25;4,02;03/02/2021 14:55;03/02/2021 19:12;4,28;Elétrica;Corretiva;;;FECH
OS91177;Xarope;X-02;Esteira X-02;Corretiva banco;18/03/2021 21:36;19/03/2021 01:53;4,28;20/04/2021 00:01;20/04/2021 04:48;4,78;Automação;Corretiva;;;FECH
OS91178;Xarope;X-02;Seladora de pacotes X-02;Corretiva banco;27/07/2021 19:12;28/07/2021 00:11;4,98;27/07/2021 19:12;28/07/2021 00:11;4,98;Elétrica;Corretiva;;;FECH
OS91179;Pomadas;P-02;Encartuchadeira P-02;Corretiva banco;29/04/2021 14:24;29/04/2021 16:29;2,08;12/05/2021 13:59;12/05/2021 16:48;2,82;Automação;Corretiva;;SS48953;FECH
OS91180;Xarope;Fabricação Xarope;Mixer 1 Xarope;Corretiva banco;06/07/2021 14:24;06/07/2021 19:19;4,92;26/07/2021 16:26;26/07/2021 21:36;5,17;Elétrica;Corretiva;;SS48954;FECH
OS91181;Pomadas;Fabricação Pomadas;Mixer 2 Pomadas;Corretiva banco;19/05/2021 16:48;19/05/2021 18:30;1,7;26/05/2021 22:46;27/05/2021 00:00;1,23;Elétrica;Corretiva;;SS48955;FECH
OS91182;Pomadas;P-02;Seladora P-02;Corretiva banco;04/07/2021 12:00;04/07/2021 15:41;3,68;31/07/2021 17:39;31/07/2021 21:36;3,95;Elétrica;Corretiva;;SS48956;FECH
OS91183;Utilidades;Sala de Caldeiras;Caldeira 01;Corretiva banco;05/12/2021 19:12;05/12/2021 21:25;2,22;05/12/2021 19:12;05/12/2021 21:25;2,22;Elétrica;Corretiva;;SS48957;FECH
OS91184;Xarope;X-02;Encartuchadeira X-02;Corretiva banco;18/07/2021 16:48;18/07/2021 18:54;2,1;16/10/2021 16:48;16/10/2021 18:54;2,1;Elétrica;Corretiva;;SS48958;FECH
OS91185;Pomadas;P-01;Seladora de pacotes P-01;Corretiva banco;12/03/2021 12:00;12/03/2021 14:25;2,42;05/04/2021 12:12;05/04/2021 14:24;2,2;Elétrica;Corretiva;;SS48959;FECH
OS91186;Xarope;X-02;Encartuchadeira X-02;Corretiva banco;21/10/2021 12:00;21/10/2021 16:13;4,22;23/10/2021 19:46;24/10/2021 00:00;4,23;Mecânica;Corretiva;;SS48960;FECH
OS91187;Pomadas;Fabricação Pomadas;Mixer 1 Pomadas;Corretiva banco;12/03/2021 04:48;12/03/2021 08:55;4,12;09/04/2021 16:59;09/04/2021 21:36;4,62;Elétrica;Corretiva;;SS48961;FECH
OS91188;Pomadas;Fabricação Pomadas;Mixer 1 Pomadas;Corretiva banco;02/11/2021 19:12;02/11/2021 22:13;3,02;02/11/2021 19:12;02/11/2021 22:13;3,02;Mecânica;Corretiva;;SS48962;FECH
OS91189;Xarope;X-02;Seladora de pacotes X-02;Corretiva banco;06/05/2021 02:24;06/05/2021 04:01;1,62;29/05/2021 17:34;29/05/2021 19:12;1,63;Mecânica;Corretiva;;SS48963;FECH
OS91190;Xarope;X-02;Seladora de pacotes X-02;Corretiva banco;05/04/2021 07:12;05/04/2021 11:52;4,67;05/04/2021 07:12;05/04/2021 11:52;4,67;Elétrica;Corretiva;;SS48964;FECH
OS91191;Xarope;X-02;Encartuchadeira X-02;Corretiva banco;03/04/2021 09:36;03/04/2021 14:21;4,75;03/04/2021 09:36;03/04/2021 14:21;4,75;Elétrica;Corretiva;;SS48965;FECH
OS91192;Xarope;X-02;Paletrizadora X-02;Corretiva banco;22/08/2021 19:12;22/08/2021 21:01;1,82;22/08/2021 19:12;22/08/2021 21:01;1,82;Automação;Corretiva;;SS48966;FECH
OS91193;Pomadas;Fabricação Pomadas;Mixer 2 Pomadas;Corretiva banco;09/02/2021 09:36;09/02/2021 11:39;2,05;02/03/2021 05:22;02/03/2021 07:12;1,83;Automação;Corretiva;;;FECH
OS91194;Pomadas;P-01;Esteira P-01;Corretiva banco;26/12/2021 09:36;26/12/2021 13:20;3,73;29/12/2021 07:46;29/12/2021 12:00;4,23;Elétrica;Corretiva;;;FECH
OS91195;Utilidades;Subsestação;Trafo 1000 KVA;Corretiva banco;06/07/2021 16:48;06/07/2021 21:08;4,33;10/07/2021 05:15;10/07/2021 09:36;4,35;Mecânica;Corretiva;;;FECH
OS91196;Xarope;X-02;Seladora de pacotes X-02;Corretiva banco;06/08/2021 16:48;06/08/2021 21:47;4,98;06/08/2021 16:48;06/08/2021 21:47;4,98;Elétrica;Corretiva;;;FECH
OS91197;Xarope;Fabricação Xarope;Mixer 1 Xarope;Corretiva banco;11/07/2021 12:00;11/07/2021 13:00;1;11/07/2021 12:00;11/07/2021 13:00;1;Automação;Corretiva;;;FECH
OS91198;Pomadas;P-01;Seladora P-01;Corretiva banco;16/01/2021 19:12;16/01/2021 23:41;4,48;26/01/2021 19:30;27/01/2021 00:00;4,5;Automação;Corretiva;;;FECH
OS91199;Xarope;X-02;Envasadora X-02;Corretiva banco;16/09/2021 14:24;16/09/2021 18:36;4,2;16/09/2021 14:24;16/09/2021 18:36;4,2;Automação;Corretiva;;;FECH
OS91200;Utilidades;Sala de Caldeiras;Caldeira 01;Corretiva banco;12/01/2021 19:12;12/01/2021 22:04;2,87;28/01/2021 22:48;29/01/2021 02:24;3,6;Mecânica;Corretiva;;;FECH
OS91202;Pomadas;P-02;Seladora P-02;Corretiva banco;02/01/2021 16:48;02/01/2021 21:47;4,98;05/02/2021 23:19;06/02/2021 04:48;5,48;Mecânica;Corretiva;;;FECH
OS91203;Pomadas;P-02;Esteira P-02;Corretiva banco;11/10/2021 09:36;11/10/2021 13:49;4,22;25/10/2021 00:34;25/10/2021 04:48;4,23;Elétrica;Corretiva;;;FECH
OS91204;Xarope;X-02;Envasadora X-02;Corretiva banco;21/02/2021 12:00;21/02/2021 14:08;2,13;28/02/2021 23:47;01/03/2021 02:24;2,62;Elétrica;Corretiva;;;FECH
OS91205;Pomadas;P-02;Esteira P-02;Corretiva banco;09/12/2021 02:24;09/12/2021 04:23;1,98;16/12/2021 02:48;16/12/2021 04:48;2;Automação;Corretiva;;;FECH
OS91206;Xarope;X-01;Encartuchadeira X-01;Corretiva banco;10/10/2021 07:12;10/10/2021 08:21;1,15;10/10/2021 07:12;10/10/2021 08:21;1,15;Mecânica;Corretiva;;;FECH
OS91207;Utilidades;Sala de Caldeiras;Caldeira 01;Corretiva banco;21/03/2021 12:00;21/03/2021 15:50;3,83;27/03/2021 05:31;27/03/2021 09:36;4,08;Elétrica;Corretiva;;SS48981;FECH
OS91209;Utilidades;Subsestação;Trafo 750 KVA;Corretiva banco;27/12/2021 09:36;27/12/2021 14:19;4,72;27/12/2021 09:36;27/12/2021 14:19;4,72;Mecânica;Corretiva;;SS48983;FECH
OS91210;Xarope;Fabricação Xarope;Mixer 1 Xarope;Corretiva banco;23/04/2021 14:24;23/04/2021 17:08;2,73;23/04/2021 14:24;23/04/2021 17:08;2,73;Automação;Corretiva;;SS48984;FECH
OS91211;Xarope;X-02;Seladora X-02;Corretiva banco;06/05/2021 04:48;06/05/2021 07:46;2,97;03/10/2021 04:48;03/10/2021 07:46;2,97;Mecânica;Corretiva;;SS48985;FECH
OS91212;Pomadas;P-01;Seladora P-01;Corretiva banco;16/11/2021 04:48;16/11/2021 06:51;2,05;16/11/2021 04:48;16/11/2021 06:51;2,05;Automação;Corretiva;;SS48986;CONC
OS91213;Utilidades;Sala de Caldeiras;Caldeira 01;Corretiva banco;16/04/2021 12:00;16/04/2021 13:26;1,43;16/04/2021 12:00;16/04/2021 13:26;1,43;Mecânica;Corretiva;;SS48987;FECH
OS91214;Utilidades;Sala de Caldeiras;Caldeira 01;Corretiva banco;10/05/2021 14:24;10/05/2021 18:10;3,77;30/05/2021 07:30;30/05/2021 12:00;4,5;Elétrica;Corretiva;;SS48988;FECH
OS91217;Pomadas;Fabricação Pomadas;Mixer 1 Pomadas;Corretiva banco;14/02/2021 02:24;14/02/2021 03:24;1;20/03/2021 17:42;20/03/2021 19:12;1,5;Elétrica;Corretiva;;SS48991;FECH
OS91218;Pomadas;P-02;Seladora de pacotes P-02;Corretiva banco;09/12/2021 14:24;09/12/2021 16:12;1,8;29/12/2021 21:28;30/12/2021 00:00;2,53;Mecânica;Corretiva;;SS48992;FECH
OS91219;Xarope;X-01;Esteira X-01;Corretiva banco;15/03/2021 12:00;15/03/2021 13:48;1,8;30/03/2021 12:00;30/03/2021 13:48;1,8;Elétrica;Corretiva;;SS48993;FECH
OS91220;Xarope;X-02;Esteira X-02;Corretiva banco;22/12/2021 09:36;22/12/2021 10:48;1,2;22/12/2021 09:36;22/12/2021 10:48;1,2;Mecânica;Corretiva;;SS48994;FECH
OS91222;Pomadas;P-01;Esteira P-01;Corretiva banco;28/01/2021 02:24;28/01/2021 04:23;1,98;09/02/2021 02:19;09/02/2021 04:48;2,48;Mecânica;Corretiva;;SS48996;FECH
OS91223;Xarope;X-01;Seladora de pacotes X-01;Corretiva banco;17/12/2021 21:36;17/12/2021 23:19;1,72;17/12/2021 21:36;17/12/2021 23:19;1,72;Automação;Corretiva;;SS48997;FECH
OS91224;Pomadas;P-01;Envasadora P-01;Corretiva banco;03/07/2021 07:12;03/07/2021 11:35;4,38;03/07/2021 07:12;03/07/2021 11:35;4,38;Elétrica;Corretiva;;SS48998;FECH
OS91225;Pomadas;P-02;Seladora P-02;Corretiva banco;02/10/2021 02:24;02/10/2021 05:22;2,97;02/10/2021 02:24;02/10/2021 05:22;2,97;Mecânica;Corretiva;;SS48999;FECH
OS91226;Pomadas;P-02;Envasadora P-02;Corretiva banco;21/03/2021 07:12;21/03/2021 08:42;1,5;22/04/2021 03:31;22/04/2021 04:48;1,28;Elétrica;Corretiva;;SS49000;FECH
OS91227;Pomadas;P-01;Esteira P-01;Corretiva banco;13/01/2021 19:12;13/01/2021 22:49;3,62;17/01/2021 07:39;17/01/2021 12:00;4,35;Mecânica;Corretiva;;SS49001;FECH
OS91228;Xarope;X-02;Encartuchadeira X-02;Corretiva banco;27/12/2021 09:36;27/12/2021 12:01;2,42;27/12/2021 09:36;27/12/2021 12:01;2,42;Mecânica;Corretiva;;SS49002;FECH
OS91229;Utilidades;Subsestação;Trafo 750 KVA;Corretiva banco;18/07/2021 12:00;18/07/2021 15:20;3,33;31/07/2021 15:37;31/07/2021 19:12;3,58;Automação;Corretiva;;SS49003;FECH
OS91230;Xarope;X-02;Esteira X-02;Corretiva banco;16/03/2021 16:48;16/03/2021 18:28;1,67;05/04/2021 00:57;05/04/2021 02:24;1,45;Elétrica;Corretiva;;SS49004;FECH
OS91232;Pomadas;P-02;Envasadora P-02;Corretiva banco;16/07/2021 04:48;16/07/2021 09:41;4,88;16/07/2021 04:48;16/07/2021 09:41;4,88;Elétrica;Corretiva;;;FECH
OS91233;Pomadas;P-01;Encartuchadeira P-01;Corretiva banco;20/07/2021 14:24;20/07/2021 17:00;2,6;20/07/2021 14:24;20/07/2021 17:00;2,6;Elétrica;Corretiva;;SS49007;FECH
OS91235;Pomadas;P-02;Envasadora P-02;Corretiva banco;02/01/2021 04:48;02/01/2021 06:31;1,72;07/01/2021 01:09;07/01/2021 02:24;1,25;Mecânica;Corretiva;;;FECH
OS91236;Xarope;X-02;Paletrizadora X-02;Corretiva banco;18/08/2021 14:24;18/08/2021 19:26;5,03;25/08/2021 04:19;25/08/2021 09:36;5,28;Mecânica;Corretiva;;SS49010;FECH
OS91237;Xarope;X-01;Paletrizadora X-01;Corretiva banco;04/08/2021 21:36;05/08/2021 02:03;4,45;04/08/2021 21:36;05/08/2021 02:03;4,45;Elétrica;Corretiva;;SS49011;FECH
OS91239;Utilidades;Subsestação;Trafo 1000 KVA;Corretiva banco;05/01/2021 07:12;05/01/2021 10:24;3,2;28/01/2021 06:37;28/01/2021 09:36;2,98;Mecânica;Corretiva;;SS49013;FECH
OS91240;Xarope;X-01;Seladora X-01;Corretiva banco;17/01/2021 09:36;17/01/2021 10:55;1,32;06/02/2021 19:48;06/02/2021 21:36;1,8;Mecânica;Corretiva;;SS49014;FECH
OS91241;Xarope;X-01;Encartuchadeira X-01;Corretiva banco;23/11/2021 12:00;23/11/2021 16:19;4,32;23/11/2021 12:00;23/11/2021 16:19;4,32;Elétrica;Corretiva;;SS49015;CONC
OS91242;Xarope;X-01;Seladora de pacotes X-01;Corretiva banco;10/01/2021 09:36;10/01/2021 11:15;1,65;17/01/2021 17:18;17/01/2021 19:12;1,9;Elétrica;Corretiva;;;FECH
OS91243;Xarope;Fabricação Xarope;Mixer 1 Xarope;Corretiva banco;15/06/2021 02:24;15/06/2021 05:05;2,68;25/06/2021 02:35;25/06/2021 04:48;2,22;Automação;Corretiva;;SS49017;FECH
OS91244;Xarope;X-02;Encartuchadeira X-02;Corretiva banco;24/09/2021 04:48;24/09/2021 09:46;4,97;24/09/2021 04:48;24/09/2021 09:46;4,97;Mecânica;Corretiva;;SS49018;FECH
OS91246;Pomadas;P-02;Esteira P-02;Corretiva banco;16/10/2021 04:48;16/10/2021 09:27;4,65;16/10/2021 04:48;16/10/2021 09:27;4,65;Mecânica;Corretiva;;SS49020;FECH
OS91247;Pomadas;Fabricação Pomadas;Mixer 1 Pomadas;Corretiva banco;28/06/2021 09:36;28/06/2021 11:12;1,6;28/06/2021 09:36;28/06/2021 11:12;1,6;Mecânica;Corretiva;;SS49021;FECH
OS91250;Pomadas;P-02;Envasadora P-02;Corretiva banco;05/10/2021 02:24;05/10/2021 03:53;1,48;10/10/2021 15:47;10/10/2021 16:48;1,02;Mecânica;Corretiva;;SS49024;FECH
OS91251;Xarope;X-02;Esteira X-02;Corretiva banco;09/02/2021 14:24;09/02/2021 18:10;3,77;17/02/2021 18:04;17/02/2021 21:36;3,53;Automação;Corretiva;;SS49025;FECH
OS91252;Xarope;X-02;Encartuchadeira X-02;Corretiva banco;01/02/2021 12:00;01/02/2021 15:31;3,52;16/02/2021 03:40;16/02/2021 07:12;3,53;Elétrica;Corretiva;;;FECH
OS91253;Xarope;X-01;Seladora de pacotes X-01;Corretiva banco;18/12/2021 12:00;18/12/2021 16:14;4,23;25/12/2021 00:47;25/12/2021 04:48;4,02;Elétrica;Corretiva;;SS49027;FECH
OS91254;Xarope;Fabricação Xarope;Mixer 2 Xarope;Corretiva banco;03/02/2021 04:48;03/02/2021 06:25;1,62;24/02/2021 07:29;24/02/2021 09:36;2,12;Mecânica;Corretiva;;SS49028;FECH
OS91255;Xarope;X-01;Seladora X-01;Corretiva banco;16/09/2021 12:00;16/09/2021 14:32;2,53;16/09/2021 12:00;16/09/2021 14:32;2,53;Mecânica;Corretiva;;;FECH
OS91256;Xarope;Fabricação Xarope;Mixer 2 Xarope;Corretiva banco;20/03/2021 09:36;20/03/2021 13:45;4,15;25/04/2021 00:24;25/04/2021 04:48;4,4;Elétrica;Corretiva;;SS49030;FECH
OS91257;Pomadas;P-02;Paletrizadora P-02;Corretiva banco;30/04/2021 02:24;30/04/2021 06:05;3,68;10/05/2021 10:42;10/05/2021 14:24;3,7;Mecânica;Corretiva;;SS49031;FECH
OS91258;Xarope;X-01;Seladora de pacotes X-01;Corretiva banco;24/04/2021 09:36;24/04/2021 14:31;4,92;24/04/2021 09:36;24/04/2021 14:31;4,92;Elétrica;Corretiva;;SS49032;FECH
OS91259;Xarope;Fabricação Xarope;Mixer 2 Xarope;Corretiva banco;02/10/2021 02:24;02/10/2021 07:06;4,7;22/10/2021 02:44;22/10/2021 07:12;4,47;Mecânica;Corretiva;;SS49033;FECH
OS91260;Pomadas;P-01;Esteira P-01;Corretiva banco;04/12/2021 12:00;04/12/2021 13:22;1,37;24/12/2021 05:06;24/12/2021 07:12;2,1;Mecânica;Corretiva;;SS49034;FECH
OS91261;Xarope;Fabricação Xarope;Mixer 1 Xarope;Corretiva banco;09/05/2021 04:48;09/05/2021 08:29;3,68;10/05/2021 13:06;10/05/2021 16:48;3,7;Mecânica;Corretiva;;SS49035;FECH
OS91263;Xarope;Fabricação Xarope;Mixer 2 Xarope;Corretiva banco;12/02/2021 09:36;12/02/2021 13:50;4,23;15/02/2021 03:25;15/02/2021 07:12;3,78;Automação;Corretiva;;SS49037;FECH
OS91265;Xarope;X-01;Paletrizadora X-01;Corretiva banco;16/10/2021 09:36;16/10/2021 11:42;2,1;16/10/2021 09:36;16/10/2021 11:42;2,1;Mecânica;Corretiva;;SS49039;FECH
OS91266;Xarope;X-02;Seladora X-02;Corretiva banco;06/11/2021 16:48;06/11/2021 20:15;3,45;30/11/2021 20:18;01/12/2021 00:00;3,7;Elétrica;Corretiva;;SS49040;CONC
OS91267;Pomadas;P-02;Envasadora P-02;Corretiva banco;07/12/2021 02:24;07/12/2021 06:44;4,33;07/12/2021 02:24;07/12/2021 06:44;4,33;Automação;Corretiva;;SS49041;FECH
OS91268;Pomadas;P-01;Paletrizadora P-01;Corretiva banco;11/03/2021 21:36;12/03/2021 00:18;2,7;13/03/2021 21:17;14/03/2021 00:00;2,72;Mecânica;Corretiva;;SS49042;FECH
OS91269;Xarope;X-02;Encartuchadeira X-02;Corretiva banco;17/04/2021 14:24;17/04/2021 18:00;3,6;17/04/2021 14:24;17/04/2021 18:00;3,6;Mecânica;Corretiva;;SS49043;FECH
OS91273;Utilidades;Compressores;Compressor  - GA 55;Corretiva banco;26/03/2021 07:12;26/03/2021 10:01;2,82;17/04/2021 00:02;17/04/2021 02:24;2,37;Mecânica;Corretiva;;SS49047;FECH
OS91274;Xarope;Fabricação Xarope;Mixer 1 Xarope;Corretiva banco;10/10/2021 12:00;10/10/2021 14:28;2,47;10/10/2021 12:00;10/10/2021 14:28;2,47;Elétrica;Corretiva;;SS49048;FECH
OS91275;Xarope;X-01;Seladora de pacotes X-01;Corretiva banco;08/04/2021 21:36;09/04/2021 01:59;4,38;18/04/2021 10:14;18/04/2021 14:24;4,17;Mecânica;Corretiva;;SS49049;FECH
OS91277;Utilidades;Sala de Caldeiras;Caldeira 01;Corretiva banco;25/12/2021 04:48;25/12/2021 05:47;0,98;25/12/2021 04:48;25/12/2021 05:47;0,98;Mecânica;Corretiva;;SS49051;FECH
OS91278;Xarope;Fabricação Xarope;Mixer 2 Xarope;Corretiva banco;01/06/2021 04:48;01/06/2021 06:51;2,05;01/06/2021 04:48;01/06/2021 06:51;2,05;Mecânica;Corretiva;;SS49052;FECH
OS91279;Pomadas;P-01;Paletrizadora P-01;Corretiva banco;18/11/2021 21:36;19/11/2021 01:00;3,4;18/11/2021 21:36;19/11/2021 01:00;3,4;Elétrica;Corretiva;;SS49053;CONC
OS91280;Pomadas;P-02;Seladora de pacotes P-02;Corretiva banco;16/10/2021 09:36;16/10/2021 11:42;2,1;26/10/2021 21:24;27/10/2021 00:00;2,6;Mecânica;Corretiva;;SS49054;FECH
OS91281;Utilidades;Subsestação;Trafo 1000 KVA;Corretiva banco;28/07/2021 04:48;28/07/2021 07:17;2,48;28/07/2021 04:48;28/07/2021 07:17;2,48;Elétrica;Corretiva;;SS49055;FECH
OS91282;Pomadas;P-02;Esteira P-02;Corretiva banco;22/04/2021 07:12;22/04/2021 09:12;2;30/04/2021 15:15;30/04/2021 16:48;1,55;Mecânica;Corretiva;;SS49056;FECH
OS91283;Pomadas;P-01;Esteira P-01;Corretiva banco;22/01/2021 09:36;22/01/2021 12:10;2,57;18/02/2021 19:30;18/02/2021 21:36;2,1;Mecânica;Corretiva;;SS49057;FECH
OS91284;Pomadas;Fabricação Pomadas;Mixer 2 Pomadas;Corretiva banco;17/08/2021 16:48;17/08/2021 21:46;4,97;17/08/2021 16:48;17/08/2021 21:46;4,97;Automação;Corretiva;;SS49058;FECH
OS91285;Xarope;X-01;Encartuchadeira X-01;Corretiva banco;15/04/2021 19:12;15/04/2021 20:11;0,98;21/05/2021 08:22;21/05/2021 09:36;1,23;Elétrica;Corretiva;;SS49059;FECH
OS91286;Pomadas;P-02;Envasadora P-02;Corretiva banco;25/05/2021 16:48;25/05/2021 19:09;2,35;20/05/2021 19:43;20/05/2021 21:36;1,88;Mecânica;Corretiva;;SS49060;FECH
OS91287;Pomadas;P-01;Encartuchadeira P-01;Corretiva banco;20/05/2021 19:12;20/05/2021 21:21;2,15;18/05/2021 22:19;19/05/2021 00:00;1,68;Elétrica;Corretiva;;SS49061;FECH
OS91288;Pomadas;P-01;Envasadora P-01;Corretiva banco;09/11/2021 21:36;09/11/2021 22:56;1,33;21/11/2021 12:48;21/11/2021 14:24;1,6;Mecânica;Corretiva;;SS49062;FECH
OS91289;Xarope;X-01;Seladora X-01;Corretiva banco;24/09/2021 02:24;24/09/2021 04:04;1,67;24/09/2021 02:24;24/09/2021 04:04;1,67;Mecânica;Corretiva;;SS49063;FECH
OS91290;Xarope;X-01;Envasadora X-01;Corretiva banco;16/03/2021 12:00;16/03/2021 16:29;4,48;17/03/2021 21:54;18/03/2021 02:24;4,5;Mecânica;Corretiva;;SS49064;FECH
OS91291;Xarope;X-01;Encartuchadeira X-01;Corretiva banco;16/08/2021 19:12;16/08/2021 23:55;4,72;19/08/2021 16:23;19/08/2021 21:36;5,22;Mecânica;Corretiva;;SS49065;FECH
OS91292;Xarope;X-02;Seladora de pacotes X-02;Corretiva banco;28/11/2021 14:24;28/11/2021 17:13;2,82;28/11/2021 14:24;28/11/2021 17:13;2,82;Mecânica;Corretiva;;SS49066;FECH
OS91293;Xarope;Fabricação Xarope;Mixer 2 Xarope;Corretiva banco;30/08/2021 02:24;30/08/2021 06:59;4,58;30/08/2021 02:24;30/08/2021 06:59;4,58;Elétrica;Corretiva;;SS49067;FECH
