OS;Localizacao;Descricao;InicioProg;TerminoProg;TempoPrevisto;InicioReal;TerminoReal;TempoParada;Oficina;Tipo;MP;SS;Status
OS91891;REM01-1000-1100-E000005;Corretiva banco;02/05/2021 07:12;02/05/2021 10:45;3,55;25/05/2021 15:53;25/05/2021 19:12;3,32;Mecânica;Corretiva;;;FECH
OS91892;REM01-1000-1100-E000004;Corretiva banco;26/07/2021 19:12;26/07/2021 22:29;3,28;26/07/2021 19:12;26/07/2021 22:29;3,28;Elétrica;Corretiva;;;FECH
OS91893;REM01-2000-2100-X000002;Corretiva banco;01/09/2021 04:48;01/09/2021 06:36;1,8;11/09/2021 17:52;11/09/2021 19:12;1,33;Automação;Corretiva;;;FECH
OS91894;REM01-2000-2200-X000002;Corretiva banco;28/10/2021 14:24;28/10/2021 17:22;2,97;28/10/2021 14:24;28/10/2021 17:22;2,97;Mecânica;Corretiva;;;CONC
OS91895;REM01-1000-1200-E000003;Corretiva banco;28/04/2021 09:36;28/04/2021 12:51;3,25;18/05/2021 11:36;18/05/2021 14:24;2,8;Elétrica;Corretiva;;;FECH
OS91896;REM01-1000-1200-F000001;Corretiva banco;24/10/2021 04:48;24/10/2021 07:26;2,63;24/10/2021 04:48;24/10/2021 07:26;2,63;Elétrica;Corretiva;;;CONC
OS91897;REM01-1000-1200-F000001;Corretiva banco;13/07/2021 04:48;13/07/2021 08:21;3,55;27/07/2021 05:34;27/07/2021 09:36;4,03;Mecânica;Corretiva;;SS49671;FECH
OS91899;REM01-2000-2200-X000004;Corretiva banco;22/04/2021 04:48;22/04/2021 05:55;1,12;22/04/2021 04:48;22/04/2021 05:55;1,12;Mecânica;Corretiva;;SS49673;FECH
OS91900;REM01-1000-1200-F000001;Corretiva banco;22/04/2021 21:36;22/04/2021 23:09;1,55;22/04/2021 21:36;22/04/2021 23:09;1,55;Mecânica;Corretiva;;SS49674;FECH
OS91904;REM01-3000-3100-C000002;Corretiva banco;07/03/2021 19:12;07/03/2021 23:42;4,5;22/03/2021 12:46;22/03/2021 16:48;4,03;Mecânica;Corretiva;;SS49678;FECH
OS91905;REM01-1000-1100-E000004;Corretiva banco;22/10/2021 14:24;22/10/2021 16:58;2,57;22/10/2021 14:24;22/10/2021 16:58;2,57;Mecânica;Corretiva;;SS49679;FECH
OS91906;REM01-2000-2100-X000002;Corretiva banco;13/04/2021 07:12;13/04/2021 09:33;2,35;11/05/2021 02:12;11/05/2021 04:48;2,6;Elétrica;Corretiva;;SS49680;FECH
OS91907;REM01-1000-1100-E000002;Corretiva banco;18/07/2021 04:48;18/07/2021 06:41;1,88;18/07/2021 04:48;18/07/2021 06:41;1,88;Elétrica;Corretiva;;SS49681;FECH
OS91908;REM01-2000-2200-X000004;Corretiva banco;08/08/2021 02:24;08/08/2021 06:00;3,6;08/08/2021 02:24;08/08/2021 06:00;3,6;Elétrica;Corretiva;;SS49682;FECH
OS91909;REM01-3000-3300-C000001;Corretiva banco;02/01/2021 02:24;02/01/2021 06:51;4,45;09/09/2021 02:24;09/09/2021 06:51;4,45;Mecânica;Corretiva;;SS49683;FECH
OS91910;REM01-1000-1200-E000001;Corretiva banco;03/01/2021 16:48;03/01/2021 21:31;4,72;25/01/2021 14:57;25/01/2021 19:12;4,25;Mecânica;Corretiva;;SS49684;FECH
OS91911;REM01-2000-2200-X000001;Corretiva banco;13/09/2021 07:12;13/09/2021 10:01;2,82;28/09/2021 23:19;29/09/2021 02:24;3,08;Mecânica;Corretiva;;SS49685;FECH
OS91912;REM01-2000-2200-X000004;Corretiva banco;07/11/2021 12:00;07/11/2021 13:46;1,77;20/11/2021 22:13;21/11/2021 00:00;1,78;Mecânica;Corretiva;;SS49686;FECH
OS91913;REM01-1000-1200-F000001;Corretiva banco;18/09/2021 14:24;18/09/2021 16:58;2,57;18/09/2021 14:24;18/09/2021 16:58;2,57;Elétrica;Corretiva;;SS49687;FECH
OS91914;REM01-2000-2100-X000005;Corretiva banco;07/06/2021 09:36;07/06/2021 13:29;3,88;07/06/2021 09:36;07/06/2021 13:29;3,88;Elétrica;Corretiva;;SS49688;FECH
OS91916;REM01-1000-1100-E000001;Corretiva banco;10/07/2021 07:12;10/07/2021 08:25;1,22;10/07/2021 07:12;10/07/2021 08:25;1,22;Elétrica;Corretiva;;SS49690;FECH
OS91917;REM01-1000-1200-E000002;Corretiva banco;18/05/2021 19:12;18/05/2021 21:08;1,93;24/05/2021 19:12;24/05/2021 21:08;1,93;Elétrica;Corretiva;;SS49691;FECH
OS91918;REM01-1000-1200-E000002;Corretiva banco;17/08/2021 09:36;17/08/2021 14:08;4,53;21/08/2021 22:06;22/08/2021 02:24;4,3;Elétrica;Corretiva;;SS49692;FECH
OS91919;REM01-2000-2100-X000006;Corretiva banco;23/03/2021 16:48;23/03/2021 18:46;1,97;07/04/2021 04:59;07/04/2021 07:12;2,22;Automação;Corretiva;;SS49693;FECH
OS91920;REM01-1000-1200-E000002;Corretiva banco;04/10/2021 12:00;04/10/2021 16:26;4,43;14/10/2021 02:31;14/10/2021 07:12;4,68;Mecânica;Corretiva;;SS49694;FECH
OS91921;REM01-1000-1200-E000003;Corretiva banco;13/01/2021 19:12;13/01/2021 22:09;2,95;18/01/2021 04:14;18/01/2021 07:12;2,97;Elétrica;Corretiva;;SS49695;FECH
OS91922;REM01-1000-1200-F000001;Corretiva banco;29/05/2021 19:12;29/05/2021 22:27;3,25;26/05/2021 06:34;26/05/2021 09:36;3,03;Elétrica;Corretiva;;SS49696;FECH
OS91923;REM01-1000-1200-E000004;Corretiva banco;09/12/2021 19:12;09/12/2021 20:36;1,4;18/12/2021 15:08;18/12/2021 16:48;1,67;Automação;Corretiva;;SS49697;FECH
OS91924;REM01-2000-2200-X000003;Corretiva banco;23/12/2021 04:48;23/12/2021 08:36;3,8;23/12/2021 04:48;23/12/2021 08:36;3,8;Mecânica;Corretiva;;SS49698;FECH
OS91925;REM01-2000-2100-X000002;Corretiva banco;12/08/2021 12:00;12/08/2021 13:07;1,12;12/08/2021 12:00;12/08/2021 13:07;1,12;Elétrica;Corretiva;;SS49699;FECH
OS91926;REM01-2000-2100-X000004;Corretiva banco;12/10/2021 07:12;12/10/2021 11:48;4,6;12/10/2021 07:12;12/10/2021 11:48;4,6;Mecânica;Corretiva;;SS49700;FECH
OS91928;REM01-1000-1100-E000002;Corretiva banco;29/07/2021 04:48;29/07/2021 09:02;4,23;29/07/2021 04:48;29/07/2021 09:02;4,23;Automação;Corretiva;;;FECH
OS91929;REM01-1000-1100-E000006;Corretiva banco;23/04/2021 09:36;23/04/2021 11:38;2,03;23/04/2021 09:36;23/04/2021 11:38;2,03;Mecânica;Corretiva;;;FECH
OS91930;REM01-1000-2200-F000001;Corretiva banco;12/06/2021 16:48;12/06/2021 17:52;1,07;15/06/2021 00:50;15/06/2021 02:24;1,57;Mecânica;Corretiva;;;FECH
OS91931;REM01-1000-1200-E000006;Corretiva banco;19/07/2021 07:12;19/07/2021 08:22;1,17;19/07/2021 07:12;19/07/2021 08:22;1,17;Mecânica;Corretiva;;;FECH
OS91932;REM01-2000-2100-X000003;Corretiva banco;29/09/2021 09:36;29/09/2021 14:29;4,88;29/09/2021 09:36;29/09/2021 14:29;4,88;Elétrica;Corretiva;;;FECH
OS91933;REM01-1000-2200-F000002;Corretiva banco;02/03/2021 04:48;02/03/2021 07:07;2,32;07/04/2021 00:04;07/04/2021 02:24;2,33;Mecânica;Corretiva;;;FECH
OS91935;REM01-1000-1200-F000002;Corretiva banco;28/03/2021 07:12;28/03/2021 11:32;4,33;23/11/2021 07:12;23/11/2021 11:32;4,33;Automação;Corretiva;;;FECH
OS91936;REM01-1000-1200-E000005;Corretiva banco;12/08/2021 16:48;12/08/2021 18:01;1,22;12/08/2021 16:48;12/08/2021 18:01;1,22;Elétrica;Corretiva;;;FECH
OS91937;REM01-3000-3100-C000002;Corretiva banco;27/01/2021 16:48;27/01/2021 21:08;4,33;01/02/2021 16:48;01/02/2021 21:08;4,33;Automação;Corretiva;;;FECH
OS91939;REM01-2000-2100-X000004;Corretiva banco;20/06/2021 07:12;20/06/2021 09:10;1,97;20/06/2021 07:12;20/06/2021 09:10;1,97;Elétrica;Corretiva;;;FECH
OS91940;REM01-2000-2100-X000005;Corretiva banco;05/02/2021 07:12;05/02/2021 11:34;4,37;07/03/2021 21:33;08/03/2021 02:24;4,85;Mecânica;Corretiva;;;FECH
OS91941;REM01-1000-1200-E000006;Corretiva banco;15/11/2021 09:36;15/11/2021 13:12;3,6;15/11/2021 09:36;15/11/2021 13:12;3,6;Automação;Corretiva;;;FECH
OS91942;REM01-1000-1100-E000006;Corretiva banco;21/09/2021 21:36;21/09/2021 23:45;2,15;24/09/2021 16:33;24/09/2021 19:12;2,65;Elétrica;Corretiva;;;FECH
OS91943;REM01-2000-2200-X000005;Corretiva banco;23/01/2021 09:36;23/01/2021 13:20;3,73;28/01/2021 09:36;28/01/2021 13:20;3,73;Automação;Corretiva;;;FECH
OS91944;REM01-2000-2200-X000004;Corretiva banco;22/10/2021 07:12;22/10/2021 08:57;1,75;22/10/2021 07:12;22/10/2021 08:57;1,75;Mecânica;Corretiva;;;FECH
OS91945;REM01-2000-2100-X000003;Corretiva banco;13/07/2021 19:12;13/07/2021 21:00;1,8;13/07/2021 19:12;13/07/2021 21:00;1,8;Mecânica;Corretiva;;;FECH
OS91946;REM01-2000-2100-X000002;Corretiva banco;07/11/2021 16:48;07/11/2021 19:26;2,63;29/11/2021 02:09;29/11/2021 04:48;2,65;Mecânica;Corretiva;;;FECH
OS91947;REM01-3000-3100-C000001;Corretiva banco;29/05/2021 02:24;29/05/2021 05:06;2,7;04/06/2021 02:24;04/06/2021 05:06;2,7;Elétrica;Corretiva;;;FECH
OS91949;REM01-1000-1200-E000003;Corretiva banco;07/09/2021 19:12;07/09/2021 23:32;4,33;20/09/2021 03:05;20/09/2021 07:12;4,12;Mecânica;Corretiva;;;FECH
OS91950;REM01-1000-2200-F000001;Corretiva banco;01/03/2021 09:36;01/03/2021 11:22;1,77;10/03/2021 11:54;10/03/2021 14:24;2,5;Mecânica;Corretiva;;;FECH
OS91951;REM01-1000-1200-F000002;Corretiva banco;02/09/2021 19:12;02/09/2021 22:07;2,92;02/09/2021 19:12;02/09/2021 22:07;2,92;Elétrica;Corretiva;;SS49725;FECH
OS91952;REM01-3000-3200-T000001;Corretiva banco;10/01/2021 16:48;10/01/2021 21:44;4,93;04/02/2021 07:03;04/02/2021 12:00;4,95;Mecânica;Corretiva;;SS49726;FECH
OS91954;REM01-2000-2100-X000003;Corretiva banco;08/10/2021 09:36;08/10/2021 10:45;1,15;15/10/2021 22:07;16/10/2021 00:00;1,88;Mecânica;Corretiva;;SS49728;FECH
OS91955;REM01-1000-1200-F000002;Corretiva banco;24/11/2021 12:00;24/11/2021 13:37;1,62;27/11/2021 08:12;27/11/2021 09:36;1,4;Automação;Corretiva;;SS49729;FECH
OS91956;REM01-2000-2200-X000003;Corretiva banco;10/04/2021 21:36;11/04/2021 01:58;4,37;13/04/2021 09:18;13/04/2021 14:24;5,1;Mecânica;Corretiva;;SS49730;FECH
OS91957;REM01-1000-1200-E000001;Corretiva banco;05/07/2021 07:12;05/07/2021 10:14;3,03;03/10/2021 07:12;03/10/2021 10:14;3,03;Elétrica;Corretiva;;SS49731;FECH
OS91958;REM01-2000-2100-X000002;Corretiva banco;05/02/2021 07:12;05/02/2021 10:40;3,47;05/03/2021 20:45;06/03/2021 00:00;3,25;Mecânica;Corretiva;;SS49732;FECH
OS91959;REM01-1000-1200-E000004;Corretiva banco;09/10/2021 09:36;09/10/2021 14:25;4,82;21/10/2021 11:29;21/10/2021 16:48;5,32;Automação;Corretiva;;SS49733;FECH
OS91960;REM01-3000-3200-T000002;Corretiva banco;29/04/2021 09:36;29/04/2021 11:22;1,77;29/04/2021 09:36;29/04/2021 11:22;1,77;Elétrica;Corretiva;;SS49734;FECH
OS91961;REM01-1000-1200-E000001;Corretiva banco;11/04/2021 04:48;11/04/2021 07:03;2,25;04/05/2021 17:25;04/05/2021 19:12;1,78;Mecânica;Corretiva;;SS49735;FECH
OS91963;REM01-3000-3100-C000002;Corretiva banco;10/03/2021 07:12;10/03/2021 08:19;1,12;15/03/2021 11:21;15/03/2021 12:00;0,65;Elétrica;Corretiva;;SS49737;FECH
OS91964;REM01-1000-2200-F000002;Corretiva banco;05/11/2021 09:36;05/11/2021 12:53;3,28;05/11/2021 09:36;05/11/2021 12:53;3,28;Elétrica;Corretiva;;SS49738;FECH
OS91965;REM01-2000-2100-X000004;Corretiva banco;03/02/2021 09:36;03/02/2021 11:09;1,55;03/03/2021 05:24;03/03/2021 07:12;1,8;Mecânica;Corretiva;;SS49739;FECH
OS91967;REM01-1000-1200-E000006;Corretiva banco;18/12/2021 12:00;18/12/2021 14:52;2,87;18/12/2021 12:00;18/12/2021 14:52;2,87;Mecânica;Corretiva;;SS49741;FECH
OS91968;REM01-2000-2200-X000003;Corretiva banco;18/05/2021 04:48;18/05/2021 05:47;0,98;24/05/2021 04:48;24/05/2021 05:47;0,98;Elétrica;Corretiva;;SS49742;FECH
OS91969;REM01-1000-2200-F000002;Corretiva banco;09/05/2021 09:36;09/05/2021 13:16;3,67;15/05/2021 09:36;15/05/2021 13:16;3,67;Mecânica;Corretiva;;SS49743;FECH
OS91970;REM01-3000-3200-T000002;Corretiva banco;18/12/2021 14:24;18/12/2021 15:47;1,38;18/12/2021 14:24;18/12/2021 15:47;1,38;Mecânica;Corretiva;;SS49744;FECH
OS91971;REM01-1000-1200-E000001;Corretiva banco;12/01/2021 19:12;12/01/2021 22:17;3,08;11/02/2021 18:30;11/02/2021 21:36;3,1;Mecânica;Corretiva;;SS49745;FECH
OS91972;REM01-1000-1200-E000006;Corretiva banco;15/08/2021 09:36;15/08/2021 11:02;1,43;15/08/2021 09:36;15/08/2021 11:02;1,43;Elétrica;Corretiva;;SS49746;FECH
OS91973;REM01-3000-3200-T000002;Corretiva banco;29/12/2021 07:12;29/12/2021 10:59;3,78;29/12/2021 07:12;29/12/2021 10:59;3,78;Mecânica;Corretiva;;SS49747;FECH
OS91974;REM01-3000-3100-C000001;Corretiva banco;26/03/2021 07:12;26/03/2021 11:00;3,8;21/04/2021 10:06;21/04/2021 14:24;4,3;Mecânica;Corretiva;;SS49748;FECH
OS91975;REM01-1000-1200-E000006;Corretiva banco;11/12/2021 04:48;11/12/2021 06:36;1,8;11/12/2021 04:48;11/12/2021 06:36;1,8;Mecânica;Corretiva;;SS49749;FECH
OS91976;REM01-1000-1200-E000001;Corretiva banco;16/12/2021 14:24;16/12/2021 17:48;3,4;16/12/2021 14:24;16/12/2021 17:48;3,4;Automação;Corretiva;;SS49750;FECH
OS91977;REM01-1000-1100-E000003;Corretiva banco;22/04/2021 04:48;22/04/2021 06:47;1,98;07/05/2021 19:36;07/05/2021 21:36;2;Elétrica;Corretiva;;SS49751;FECH
OS91978;REM01-1000-1200-E000002;Corretiva banco;04/01/2021 04:48;04/01/2021 09:44;4,93;03/02/2021 21:12;04/02/2021 02:24;5,2;Mecânica;Corretiva;;SS49752;FECH
OS91979;REM01-3000-3300-C000001;Corretiva banco;19/12/2021 21:36;20/12/2021 01:55;4,32;31/12/2021 10:33;31/12/2021 14:24;3,85;Elétrica;Corretiva;;SS49753;FECH
OS91980;REM01-2000-2200-X000001;Corretiva banco;13/03/2021 12:00;13/03/2021 15:57;3,95;16/03/2021 09:43;16/03/2021 14:24;4,68;Mecânica;Corretiva;;SS49754;FECH
OS91981;REM01-3000-3200-T000001;Corretiva banco;06/05/2021 07:12;06/05/2021 11:35;4,38;12/05/2021 07:12;12/05/2021 11:35;4,38;Mecânica;Corretiva;;SS49755;FECH
OS91982;REM01-1000-1100-E000002;Corretiva banco;22/02/2021 19:12;22/02/2021 22:56;3,73;17/03/2021 13:32;17/03/2021 16:48;3,27;Mecânica;Corretiva;;SS49756;FECH
OS91983;REM01-2000-2100-X000003;Corretiva banco;30/05/2021 07:12;30/05/2021 09:43;2,52;05/06/2021 07:12;05/06/2021 09:43;2,52;Mecânica;Corretiva;;SS49757;FECH
OS91984;REM01-3000-3100-C000001;Corretiva banco;08/05/2021 09:36;08/05/2021 11:38;2,03;08/05/2021 14:16;08/05/2021 16:48;2,53;Mecânica;Corretiva;;SS49758;FECH
OS91986;REM01-3000-3100-C000002;Corretiva banco;08/08/2021 19:12;08/08/2021 23:05;3,88;27/08/2021 07:37;27/08/2021 12:00;4,38;Mecânica;Corretiva;;SS49760;FECH
OS91987;REM01-2000-2200-X000006;Corretiva banco;26/07/2021 09:36;26/07/2021 14:29;4,88;26/07/2021 09:36;26/07/2021 14:29;4,88;Elétrica;Corretiva;;SS49761;FECH
OS91988;REM01-1000-1200-E000002;Corretiva banco;10/10/2021 07:12;10/10/2021 08:47;1,58;10/10/2021 07:12;10/10/2021 08:47;1,58;Automação;Corretiva;;SS49762;FECH
OS91989;REM01-2000-2100-X000006;Corretiva banco;27/02/2021 21:36;28/02/2021 01:33;3,95;06/03/2021 08:16;06/03/2021 12:00;3,73;Mecânica;Corretiva;;SS49763;FECH
OS91990;REM01-2000-2100-X000001;Corretiva banco;03/11/2021 16:48;03/11/2021 19:46;2,97;10/11/2021 01:06;10/11/2021 04:48;3,7;Elétrica;Corretiva;;SS49764;FECH
OS91991;REM01-2000-2100-X000002;Corretiva banco;09/01/2021 14:24;09/01/2021 19:00;4,6;14/01/2021 19:37;15/01/2021 00:00;4,38;Automação;Corretiva;;SS49765;FECH
OS91992;REM01-1000-2200-F000001;Corretiva banco;21/09/2021 04:48;21/09/2021 06:47;1,98;21/09/2021 04:48;21/09/2021 06:47;1,98;Mecânica;Corretiva;;SS49766;FECH
OS91993;REM01-1000-1200-F000001;Corretiva banco;14/12/2021 21:36;15/12/2021 01:42;4,1;14/12/2021 21:36;15/12/2021 01:42;4,1;Elétrica;Corretiva;;SS49767;FECH
OS91994;REM01-1000-1100-E000003;Corretiva banco;17/05/2021 02:24;17/05/2021 03:34;1,17;30/05/2021 22:35;31/05/2021 00:00;1,42;Elétrica;Corretiva;;SS49768;FECH
OS91995;REM01-2000-2100-X000001;Corretiva banco;06/07/2021 07:12;06/07/2021 11:44;4,53;06/07/2021 07:12;06/07/2021 11:44;4,53;Elétrica;Corretiva;;SS49769;FECH
OS91997;REM01-1000-1100-E000005;Corretiva banco;20/01/2021 16:48;20/01/2021 19:14;2,43;21/02/2021 17:13;21/02/2021 19:12;1,98;Elétrica;Corretiva;;SS49771;FECH
OS91998;REM01-2000-2100-X000006;Corretiva banco;10/04/2021 09:36;10/04/2021 13:27;3,85;16/04/2021 13:24;16/04/2021 16:48;3,4;Automação;Corretiva;;SS49772;FECH
OS91999;REM01-2000-2200-X000006;Corretiva banco;29/10/2021 12:00;29/10/2021 16:58;4,97;29/10/2021 12:00;29/10/2021 16:58;4,97;Automação;Corretiva;;SS49773;FECH
OS92001;REM01-3000-3100-C000002;Corretiva banco;27/08/2021 12:00;27/08/2021 13:33;1,55;27/08/2021 12:00;27/08/2021 13:33;1,55;Mecânica;Corretiva;;SS49775;FECH
OS92002;REM01-2000-2100-X000003;Corretiva banco;26/09/2021 09:36;26/09/2021 14:12;4,6;26/09/2021 09:36;26/09/2021 14:12;4,6;Mecânica;Corretiva;;SS49776;FECH
OS92003;REM01-3000-3100-C000001;Corretiva banco;30/04/2021 16:48;30/04/2021 21:40;4,87;30/04/2021 16:48;30/04/2021 21:40;4,87;Elétrica;Corretiva;;SS49777;FECH
OS92004;REM01-3000-3300-C000001;Corretiva banco;16/09/2021 12:00;16/09/2021 14:45;2,75;27/09/2021 18:36;27/09/2021 21:36;3;Elétrica;Corretiva;;SS49778;FECH
OS92005;REM01-1000-1200-E000004;Corretiva banco;25/09/2021 04:48;25/09/2021 09:38;4,83;25/09/2021 04:48;25/09/2021 09:38;4,83;Mecânica;Corretiva;;SS49779;FECH
OS92006;REM01-1000-1100-E000003;Corretiva banco;01/03/2021 09:36;01/03/2021 11:05;1,48;30/04/2021 09:36;30/04/2021 11:05;1,48;Mecânica;Corretiva;;SS49780;FECH
OS92007;REM01-1000-1100-E000001;Corretiva banco;13/03/2021 16:48;13/03/2021 19:07;2,32;24/03/2021 17:21;24/03/2021 19:12;1,85;Mecânica;Corretiva;;SS49781;FECH
OS92008;REM01-1000-1200-E000004;Corretiva banco;19/07/2021 12:00;19/07/2021 15:54;3,9;19/07/2021 12:00;19/07/2021 15:54;3,9;Mecânica;Corretiva;;SS49782;FECH
OS92009;REM01-1000-1200-E000003;Corretiva banco;26/12/2021 02:24;26/12/2021 04:19;1,92;26/12/2021 02:24;26/12/2021 04:19;1,92;Mecânica;Corretiva;;SS49783;FECH
OS92010;REM01-1000-1200-F000002;Corretiva banco;19/06/2021 09:36;19/06/2021 14:09;4,55;19/06/2021 09:36;19/06/2021 14:09;4,55;Elétrica;Corretiva;;SS49784;FECH
OS92011;REM01-3000-3100-C000002;Corretiva banco;15/11/2021 07:12;15/11/2021 10:19;3,12;15/11/2021 07:12;15/11/2021 10:19;3,12;Mecânica;Corretiva;;SS49785;FECH
OS92012;REM01-1000-2200-F000001;Corretiva banco;10/04/2021 16:48;10/04/2021 19:12;2,4;10/04/2021 16:48;10/04/2021 19:12;2,4;Mecânica;Corretiva;;;FECH
OS92013;REM01-1000-1200-E000003;Corretiva banco;14/03/2021 21:36;15/03/2021 01:49;4,22;11/04/2021 14:15;11/04/2021 19:12;4,95;Elétrica;Corretiva;;;FECH
OS92014;REM01-1000-1100-E000003;Corretiva banco;19/12/2021 04:48;19/12/2021 08:38;3,83;19/12/2021 04:48;19/12/2021 08:38;3,83;Elétrica;Corretiva;;;FECH
OS92015;REM01-2000-2100-X000001;Corretiva banco;08/12/2021 09:36;08/12/2021 13:30;3,9;08/12/2021 09:36;08/12/2021 13:30;3,9;Mecânica;Corretiva;;;FECH
OS92016;REM01-1000-1200-F000001;Corretiva banco;17/12/2021 12:00;17/12/2021 14:11;2,18;17/12/2021 12:00;17/12/2021 14:11;2,18;Elétrica;Corretiva;;;FECH
OS92018;REM01-3000-3200-T000002;Corretiva banco;16/08/2021 16:48;16/08/2021 17:52;1,07;16/08/2021 16:48;16/08/2021 17:52;1,07;Elétrica;Corretiva;;;FECH
OS92019;REM01-1000-1100-E000005;Corretiva banco;14/08/2021 02:24;14/08/2021 06:12;3,8;14/08/2021 02:24;14/08/2021 06:12;3,8;Mecânica;Corretiva;;;FECH
OS92020;REM01-2000-2200-X000003;Corretiva banco;11/10/2021 12:00;11/10/2021 15:33;3,55;11/10/2021 12:00;11/10/2021 15:33;3,55;Mecânica;Corretiva;;;FECH
OS92021;REM01-3000-3200-T000001;Corretiva banco;02/08/2021 07:12;02/08/2021 08:11;0,98;18/08/2021 01:39;18/08/2021 02:24;0,75;Mecânica;Corretiva;;;FECH
OS92024;REM01-3000-3100-C000001;Corretiva banco;21/06/2021 07:12;21/06/2021 08:28;1,27;21/06/2021 07:12;21/06/2021 08:28;1,27;Mecânica;Corretiva;;;FECH
OS92027;REM01-1000-1100-E000003;Corretiva banco;22/08/2021 09:36;22/08/2021 11:55;2,32;22/08/2021 09:36;22/08/2021 11:55;2,32;Mecânica;Corretiva;;;FECH
OS92029;REM01-1000-1100-E000002;Corretiva banco;08/02/2021 19:12;08/02/2021 21:30;2,3;20/02/2021 07:17;20/02/2021 09:36;2,32;Mecânica;Corretiva;;;FECH
OS92030;REM01-1000-1200-E000001;Corretiva banco;08/03/2021 19:12;08/03/2021 22:49;3,62;10/03/2021 00:56;10/03/2021 04:48;3,87;Elétrica;Corretiva;;;FECH
OS92031;REM01-2000-2200-X000002;Corretiva banco;25/06/2021 14:24;25/06/2021 16:36;2,2;25/06/2021 14:24;25/06/2021 16:36;2,2;Elétrica;Corretiva;;;FECH
OS92032;REM01-1000-1200-F000002;Corretiva banco;26/02/2021 21:36;26/02/2021 22:39;1,05;26/03/2021 01:35;26/03/2021 02:24;0,82;Mecânica;Corretiva;;;FECH
OS92033;REM01-1000-1100-E000006;Corretiva banco;24/05/2021 04:48;24/05/2021 07:09;2,35;29/05/2021 12:02;29/05/2021 14:24;2,37;Automação;Corretiva;;;FECH
OS92034;REM01-3000-3200-T000002;Corretiva banco;09/08/2021 04:48;09/08/2021 06:56;2,13;15/08/2021 23:47;16/08/2021 02:24;2,62;Mecânica;Corretiva;;;FECH
OS92035;REM01-1000-1100-E000001;Corretiva banco;21/07/2021 16:48;21/07/2021 18:53;2,08;21/07/2021 16:48;21/07/2021 18:53;2,08;Mecânica;Corretiva;;;FECH
OS92036;REM01-1000-1200-E000006;Corretiva banco;07/09/2021 19:12;07/09/2021 21:34;2,37;09/09/2021 11:18;09/09/2021 14:24;3,1;Mecânica;Corretiva;;;FECH
OS92038;REM01-2000-2200-X000004;Corretiva banco;05/05/2021 02:24;05/05/2021 07:06;4,7;07/05/2021 05:08;07/05/2021 09:36;4,47;Mecânica;Corretiva;;;FECH
OS92039;REM01-2000-2100-X000004;Corretiva banco;25/04/2021 02:24;25/04/2021 03:54;1,5;25/04/2021 02:24;25/04/2021 03:54;1,5;Elétrica;Corretiva;;;FECH
OS92040;REM01-2000-2100-X000003;Corretiva banco;22/06/2021 19:12;23/06/2021 00:08;4,93;22/06/2021 19:12;23/06/2021 00:08;4,93;Mecânica;Corretiva;;;FECH
OS92041;REM01-2000-2100-X000004;Corretiva banco;29/09/2021 07:12;29/09/2021 09:15;2,05;29/09/2021 07:12;29/09/2021 09:15;2,05;Mecânica;Corretiva;;SS49815;FECH
OS92042;REM01-2000-2200-X000001;Corretiva banco;21/07/2021 19:12;21/07/2021 22:14;3,03;21/07/2021 19:12;21/07/2021 22:14;3,03;Mecânica;Corretiva;;SS49816;FECH
OS92043;REM01-1000-2200-F000001;Corretiva banco;07/09/2021 02:24;07/09/2021 05:16;2,87;07/09/2021 02:24;07/09/2021 05:16;2,87;Mecânica;Corretiva;;SS49817;FECH
OS92045;REM01-3000-3100-C000002;Corretiva banco;08/01/2021 04:48;08/01/2021 07:49;3,02;22/01/2021 09:27;22/01/2021 12:00;2,55;Automação;Corretiva;;SS49819;FECH
OS92046;REM01-1000-1200-F000001;Corretiva banco;29/09/2021 16:48;29/09/2021 19:43;2,92;29/09/2021 16:48;29/09/2021 19:43;2,92;Elétrica;Corretiva;;SS49820;FECH
OS92047;REM01-1000-1200-E000001;Corretiva banco;01/05/2021 21:36;02/05/2021 02:13;4,62;24/05/2021 19:50;25/05/2021 00:00;4,17;Mecânica;Corretiva;;SS49821;FECH
OS92048;REM01-2000-2200-X000002;Corretiva banco;10/12/2021 14:24;10/12/2021 19:20;4,93;10/12/2021 14:24;10/12/2021 19:20;4,93;Elétrica;Corretiva;;SS49822;FECH
OS92049;REM01-2000-2100-X000003;Corretiva banco;25/12/2021 19:12;25/12/2021 23:35;4,38;25/12/2021 19:12;25/12/2021 23:35;4,38;Mecânica;Corretiva;;SS49823;FECH
OS92050;REM01-2000-2100-X000005;Corretiva banco;17/02/2021 12:00;17/02/2021 15:12;3,2;19/02/2021 22:56;20/02/2021 02:24;3,47;Elétrica;Corretiva;;SS49824;FECH
OS92051;REM01-2000-2100-X000005;Corretiva banco;03/05/2021 07:12;03/05/2021 11:49;4,62;10/05/2021 11:55;10/05/2021 16:48;4,88;Mecânica;Corretiva;;;FECH
OS92052;REM01-3000-3300-C000001;Corretiva banco;16/09/2021 16:48;16/09/2021 18:53;2,08;25/09/2021 06:47;25/09/2021 09:36;2,82;Mecânica;Corretiva;;;FECH
OS92053;REM01-2000-2100-X000003;Corretiva banco;12/08/2021 02:24;12/08/2021 06:46;4,37;12/08/2021 02:24;12/08/2021 06:46;4,37;Elétrica;Corretiva;;;FECH
